Time,Valley Library Electricity (kWh)
Fri Mar 06 2020 03:30:00 GMT-0800 (Pacific Standard Time),58
Fri Mar 06 2020 03:15:00 GMT-0800 (Pacific Standard Time),60
Fri Mar 06 2020 03:00:00 GMT-0800 (Pacific Standard Time),58
Fri Mar 06 2020 02:45:00 GMT-0800 (Pacific Standard Time),58
Fri Mar 06 2020 02:30:00 GMT-0800 (Pacific Standard Time),58
Fri Mar 06 2020 02:15:00 GMT-0800 (Pacific Standard Time),59
Fri Mar 06 2020 02:00:00 GMT-0800 (Pacific Standard Time),58
Fri Mar 06 2020 01:45:00 GMT-0800 (Pacific Standard Time),59
Fri Mar 06 2020 01:30:00 GMT-0800 (Pacific Standard Time),59
Fri Mar 06 2020 01:15:00 GMT-0800 (Pacific Standard Time),59
Fri Mar 06 2020 01:00:00 GMT-0800 (Pacific Standard Time),60
Fri Mar 06 2020 00:45:00 GMT-0800 (Pacific Standard Time),60
Fri Mar 06 2020 00:30:00 GMT-0800 (Pacific Standard Time),61
Fri Mar 06 2020 00:15:00 GMT-0800 (Pacific Standard Time),61
Fri Mar 06 2020 00:00:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 23:45:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 23:30:00 GMT-0800 (Pacific Standard Time),62
Thu Mar 05 2020 23:15:00 GMT-0800 (Pacific Standard Time),63
Thu Mar 05 2020 23:00:00 GMT-0800 (Pacific Standard Time),75
Thu Mar 05 2020 22:45:00 GMT-0800 (Pacific Standard Time),78
Thu Mar 05 2020 22:30:00 GMT-0800 (Pacific Standard Time),75
Thu Mar 05 2020 22:15:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 22:00:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 21:45:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 21:30:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 21:15:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 21:00:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 20:45:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 20:30:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 20:15:00 GMT-0800 (Pacific Standard Time),79
Thu Mar 05 2020 20:00:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 19:45:00 GMT-0800 (Pacific Standard Time),78
Thu Mar 05 2020 19:30:00 GMT-0800 (Pacific Standard Time),78
Thu Mar 05 2020 19:15:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 19:00:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 18:45:00 GMT-0800 (Pacific Standard Time),74
Thu Mar 05 2020 18:30:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 18:15:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 18:00:00 GMT-0800 (Pacific Standard Time),75
Thu Mar 05 2020 17:45:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 17:30:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 17:15:00 GMT-0800 (Pacific Standard Time),80
Thu Mar 05 2020 17:00:00 GMT-0800 (Pacific Standard Time),82
Thu Mar 05 2020 16:45:00 GMT-0800 (Pacific Standard Time),85
Thu Mar 05 2020 16:30:00 GMT-0800 (Pacific Standard Time),87
Thu Mar 05 2020 16:15:00 GMT-0800 (Pacific Standard Time),86
Thu Mar 05 2020 16:00:00 GMT-0800 (Pacific Standard Time),85
Thu Mar 05 2020 15:45:00 GMT-0800 (Pacific Standard Time),86
Thu Mar 05 2020 15:30:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 15:15:00 GMT-0800 (Pacific Standard Time),86
Thu Mar 05 2020 15:00:00 GMT-0800 (Pacific Standard Time),85
Thu Mar 05 2020 14:45:00 GMT-0800 (Pacific Standard Time),84
Thu Mar 05 2020 14:30:00 GMT-0800 (Pacific Standard Time),84
Thu Mar 05 2020 14:15:00 GMT-0800 (Pacific Standard Time),84
Thu Mar 05 2020 14:00:00 GMT-0800 (Pacific Standard Time),84
Thu Mar 05 2020 13:45:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 13:30:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 13:15:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 13:00:00 GMT-0800 (Pacific Standard Time),82
Thu Mar 05 2020 12:45:00 GMT-0800 (Pacific Standard Time),84
Thu Mar 05 2020 12:30:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 12:15:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 12:00:00 GMT-0800 (Pacific Standard Time),83
Thu Mar 05 2020 11:45:00 GMT-0800 (Pacific Standard Time),82
Thu Mar 05 2020 11:30:00 GMT-0800 (Pacific Standard Time),81
Thu Mar 05 2020 11:15:00 GMT-0800 (Pacific Standard Time),81
Thu Mar 05 2020 11:00:00 GMT-0800 (Pacific Standard Time),80
Thu Mar 05 2020 10:45:00 GMT-0800 (Pacific Standard Time),80
Thu Mar 05 2020 10:30:00 GMT-0800 (Pacific Standard Time),81
Thu Mar 05 2020 10:15:00 GMT-0800 (Pacific Standard Time),80
Thu Mar 05 2020 10:00:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 09:45:00 GMT-0800 (Pacific Standard Time),77
Thu Mar 05 2020 09:30:00 GMT-0800 (Pacific Standard Time),76
Thu Mar 05 2020 09:15:00 GMT-0800 (Pacific Standard Time),74
Thu Mar 05 2020 09:00:00 GMT-0800 (Pacific Standard Time),74
Thu Mar 05 2020 08:45:00 GMT-0800 (Pacific Standard Time),72
Thu Mar 05 2020 08:30:00 GMT-0800 (Pacific Standard Time),73
Thu Mar 05 2020 08:15:00 GMT-0800 (Pacific Standard Time),73
Thu Mar 05 2020 08:00:00 GMT-0800 (Pacific Standard Time),73
Thu Mar 05 2020 07:45:00 GMT-0800 (Pacific Standard Time),71
Thu Mar 05 2020 07:30:00 GMT-0800 (Pacific Standard Time),70
Thu Mar 05 2020 07:15:00 GMT-0800 (Pacific Standard Time),75
Thu Mar 05 2020 07:00:00 GMT-0800 (Pacific Standard Time),79
Thu Mar 05 2020 06:45:00 GMT-0800 (Pacific Standard Time),68
Thu Mar 05 2020 06:30:00 GMT-0800 (Pacific Standard Time),67
Thu Mar 05 2020 06:15:00 GMT-0800 (Pacific Standard Time),64
Thu Mar 05 2020 06:00:00 GMT-0800 (Pacific Standard Time),70
Thu Mar 05 2020 05:45:00 GMT-0800 (Pacific Standard Time),71
Thu Mar 05 2020 05:30:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 05:15:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 05:00:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 04:45:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 04:30:00 GMT-0800 (Pacific Standard Time),57
Thu Mar 05 2020 04:15:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 04:00:00 GMT-0800 (Pacific Standard Time),57
Thu Mar 05 2020 03:45:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 03:30:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 03:15:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 03:00:00 GMT-0800 (Pacific Standard Time),57
Thu Mar 05 2020 02:45:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 02:30:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 02:15:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 02:00:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 01:45:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 01:30:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 01:15:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 01:00:00 GMT-0800 (Pacific Standard Time),60
Thu Mar 05 2020 00:45:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 00:30:00 GMT-0800 (Pacific Standard Time),60
Thu Mar 05 2020 00:15:00 GMT-0800 (Pacific Standard Time),64
Thu Mar 05 2020 00:00:00 GMT-0800 (Pacific Standard Time),61
Wed Mar 04 2020 23:45:00 GMT-0800 (Pacific Standard Time),63
Wed Mar 04 2020 23:30:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 23:15:00 GMT-0800 (Pacific Standard Time),63
Wed Mar 04 2020 23:00:00 GMT-0800 (Pacific Standard Time),72
Wed Mar 04 2020 22:45:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 22:30:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 22:15:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 22:00:00 GMT-0800 (Pacific Standard Time),74
Wed Mar 04 2020 21:45:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 21:30:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 21:15:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 21:00:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 20:45:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 20:30:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 20:15:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 20:00:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 19:45:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 19:30:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 19:15:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 19:00:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 18:45:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 18:30:00 GMT-0800 (Pacific Standard Time),74
Wed Mar 04 2020 18:15:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 18:00:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 17:45:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 17:30:00 GMT-0800 (Pacific Standard Time),80
Wed Mar 04 2020 17:15:00 GMT-0800 (Pacific Standard Time),82
Wed Mar 04 2020 17:00:00 GMT-0800 (Pacific Standard Time),81
Wed Mar 04 2020 16:45:00 GMT-0800 (Pacific Standard Time),81
Wed Mar 04 2020 16:30:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 16:15:00 GMT-0800 (Pacific Standard Time),81
Wed Mar 04 2020 16:00:00 GMT-0800 (Pacific Standard Time),82
Wed Mar 04 2020 15:45:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 15:30:00 GMT-0800 (Pacific Standard Time),82
Wed Mar 04 2020 15:15:00 GMT-0800 (Pacific Standard Time),82
Wed Mar 04 2020 15:00:00 GMT-0800 (Pacific Standard Time),82
Wed Mar 04 2020 14:45:00 GMT-0800 (Pacific Standard Time),84
Wed Mar 04 2020 14:30:00 GMT-0800 (Pacific Standard Time),81
Wed Mar 04 2020 14:15:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 14:00:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 13:45:00 GMT-0800 (Pacific Standard Time),80
Wed Mar 04 2020 13:30:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 13:15:00 GMT-0800 (Pacific Standard Time),80
Wed Mar 04 2020 13:00:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 12:45:00 GMT-0800 (Pacific Standard Time),80
Wed Mar 04 2020 12:30:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 12:15:00 GMT-0800 (Pacific Standard Time),79
Wed Mar 04 2020 12:00:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 11:45:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 11:30:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 11:15:00 GMT-0800 (Pacific Standard Time),79
Wed Mar 04 2020 11:00:00 GMT-0800 (Pacific Standard Time),79
Wed Mar 04 2020 10:45:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 10:30:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 10:15:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 10:00:00 GMT-0800 (Pacific Standard Time),83
Wed Mar 04 2020 09:45:00 GMT-0800 (Pacific Standard Time),84
Wed Mar 04 2020 09:30:00 GMT-0800 (Pacific Standard Time),80
Wed Mar 04 2020 09:15:00 GMT-0800 (Pacific Standard Time),77
Wed Mar 04 2020 09:00:00 GMT-0800 (Pacific Standard Time),78
Wed Mar 04 2020 08:45:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 08:30:00 GMT-0800 (Pacific Standard Time),76
Wed Mar 04 2020 08:15:00 GMT-0800 (Pacific Standard Time),74
Wed Mar 04 2020 08:00:00 GMT-0800 (Pacific Standard Time),75
Wed Mar 04 2020 07:45:00 GMT-0800 (Pacific Standard Time),72
Wed Mar 04 2020 07:30:00 GMT-0800 (Pacific Standard Time),73
Wed Mar 04 2020 07:15:00 GMT-0800 (Pacific Standard Time),71
Wed Mar 04 2020 07:00:00 GMT-0800 (Pacific Standard Time),70
Wed Mar 04 2020 06:45:00 GMT-0800 (Pacific Standard Time),69
Wed Mar 04 2020 06:30:00 GMT-0800 (Pacific Standard Time),64
Wed Mar 04 2020 06:15:00 GMT-0800 (Pacific Standard Time),64
Wed Mar 04 2020 06:00:00 GMT-0800 (Pacific Standard Time),66
Wed Mar 04 2020 05:45:00 GMT-0800 (Pacific Standard Time),71
Wed Mar 04 2020 05:30:00 GMT-0800 (Pacific Standard Time),68
Wed Mar 04 2020 05:15:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 05:00:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 04:45:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 04:30:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 04:15:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 04:00:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 03:45:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 03:30:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 03:15:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 03:00:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 02:45:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 02:30:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 02:15:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 02:00:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 01:45:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 01:30:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 01:15:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 01:00:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 00:45:00 GMT-0800 (Pacific Standard Time),61
Wed Mar 04 2020 00:30:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 00:15:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 00:00:00 GMT-0800 (Pacific Standard Time),63
Tue Mar 03 2020 23:45:00 GMT-0800 (Pacific Standard Time),61
Tue Mar 03 2020 23:30:00 GMT-0800 (Pacific Standard Time),63
Tue Mar 03 2020 23:15:00 GMT-0800 (Pacific Standard Time),65
Tue Mar 03 2020 23:00:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 22:45:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 22:30:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 22:15:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 22:00:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 21:45:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 21:30:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 21:15:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 21:00:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 20:45:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 20:30:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 20:15:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 20:00:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 19:45:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 19:30:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 19:15:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 19:00:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 18:45:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 18:30:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 18:15:00 GMT-0800 (Pacific Standard Time),76
Tue Mar 03 2020 18:00:00 GMT-0800 (Pacific Standard Time),75
Tue Mar 03 2020 17:45:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 17:30:00 GMT-0800 (Pacific Standard Time),79
Tue Mar 03 2020 17:15:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 17:00:00 GMT-0800 (Pacific Standard Time),82
Tue Mar 03 2020 16:45:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 16:30:00 GMT-0800 (Pacific Standard Time),86
Tue Mar 03 2020 16:15:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 16:00:00 GMT-0800 (Pacific Standard Time),85
Tue Mar 03 2020 15:45:00 GMT-0800 (Pacific Standard Time),85
Tue Mar 03 2020 15:30:00 GMT-0800 (Pacific Standard Time),87
Tue Mar 03 2020 15:15:00 GMT-0800 (Pacific Standard Time),86
Tue Mar 03 2020 15:00:00 GMT-0800 (Pacific Standard Time),86
Tue Mar 03 2020 14:45:00 GMT-0800 (Pacific Standard Time),87
Tue Mar 03 2020 14:30:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 14:15:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 14:00:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 13:45:00 GMT-0800 (Pacific Standard Time),84
Tue Mar 03 2020 13:30:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 13:15:00 GMT-0800 (Pacific Standard Time),83
Tue Mar 03 2020 13:00:00 GMT-0800 (Pacific Standard Time),80
Tue Mar 03 2020 12:45:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 12:30:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 12:15:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 12:00:00 GMT-0800 (Pacific Standard Time),81
Tue Mar 03 2020 11:45:00 GMT-0800 (Pacific Standard Time),82
Tue Mar 03 2020 11:30:00 GMT-0800 (Pacific Standard Time),82
Tue Mar 03 2020 11:15:00 GMT-0800 (Pacific Standard Time),79
Tue Mar 03 2020 11:00:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 10:45:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 10:30:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 10:15:00 GMT-0800 (Pacific Standard Time),79
Tue Mar 03 2020 10:00:00 GMT-0800 (Pacific Standard Time),78
Tue Mar 03 2020 09:45:00 GMT-0800 (Pacific Standard Time),76
Tue Mar 03 2020 09:30:00 GMT-0800 (Pacific Standard Time),75
Tue Mar 03 2020 09:15:00 GMT-0800 (Pacific Standard Time),76
Tue Mar 03 2020 09:00:00 GMT-0800 (Pacific Standard Time),77
Tue Mar 03 2020 08:45:00 GMT-0800 (Pacific Standard Time),83
Tue Mar 03 2020 08:30:00 GMT-0800 (Pacific Standard Time),79
Tue Mar 03 2020 08:15:00 GMT-0800 (Pacific Standard Time),72
Tue Mar 03 2020 08:00:00 GMT-0800 (Pacific Standard Time),68
Tue Mar 03 2020 07:45:00 GMT-0800 (Pacific Standard Time),67
Tue Mar 03 2020 07:30:00 GMT-0800 (Pacific Standard Time),72
Tue Mar 03 2020 07:15:00 GMT-0800 (Pacific Standard Time),73
Tue Mar 03 2020 07:00:00 GMT-0800 (Pacific Standard Time),72
Tue Mar 03 2020 06:45:00 GMT-0800 (Pacific Standard Time),66
Tue Mar 03 2020 06:30:00 GMT-0800 (Pacific Standard Time),65
Tue Mar 03 2020 06:15:00 GMT-0800 (Pacific Standard Time),64
Tue Mar 03 2020 06:00:00 GMT-0800 (Pacific Standard Time),69
Tue Mar 03 2020 05:45:00 GMT-0800 (Pacific Standard Time),71
Tue Mar 03 2020 05:30:00 GMT-0800 (Pacific Standard Time),63
Tue Mar 03 2020 05:15:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 05:00:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 04:45:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 04:30:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 04:15:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 04:00:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 03:45:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 03:30:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 03:15:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 03:00:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 02:45:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 02:30:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 02:15:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 02:00:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 01:45:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 01:30:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 01:15:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 01:00:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 00:45:00 GMT-0800 (Pacific Standard Time),61
Tue Mar 03 2020 00:30:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 00:15:00 GMT-0800 (Pacific Standard Time),62
Tue Mar 03 2020 00:00:00 GMT-0800 (Pacific Standard Time),62
Mon Mar 02 2020 23:45:00 GMT-0800 (Pacific Standard Time),64
Mon Mar 02 2020 23:30:00 GMT-0800 (Pacific Standard Time),63
Mon Mar 02 2020 23:15:00 GMT-0800 (Pacific Standard Time),63
Mon Mar 02 2020 23:00:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 22:45:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 22:30:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 22:15:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 22:00:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 21:45:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 21:30:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 21:15:00 GMT-0800 (Pacific Standard Time),78
Mon Mar 02 2020 21:00:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 20:45:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 20:30:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 20:15:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 20:00:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 19:45:00 GMT-0800 (Pacific Standard Time),73
Mon Mar 02 2020 19:30:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 19:15:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 19:00:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 18:45:00 GMT-0800 (Pacific Standard Time),73
Mon Mar 02 2020 18:30:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 18:15:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 18:00:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 17:45:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 17:30:00 GMT-0800 (Pacific Standard Time),78
Mon Mar 02 2020 17:15:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 17:00:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 16:45:00 GMT-0800 (Pacific Standard Time),82
Mon Mar 02 2020 16:30:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 16:15:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 16:00:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 15:45:00 GMT-0800 (Pacific Standard Time),82
Mon Mar 02 2020 15:30:00 GMT-0800 (Pacific Standard Time),82
Mon Mar 02 2020 15:15:00 GMT-0800 (Pacific Standard Time),84
Mon Mar 02 2020 15:00:00 GMT-0800 (Pacific Standard Time),82
Mon Mar 02 2020 14:45:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 14:30:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 14:15:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 14:00:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 13:45:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 13:30:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 13:15:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 13:00:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 12:45:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 12:30:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 12:15:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 12:00:00 GMT-0800 (Pacific Standard Time),84
Mon Mar 02 2020 11:45:00 GMT-0800 (Pacific Standard Time),85
Mon Mar 02 2020 11:30:00 GMT-0800 (Pacific Standard Time),82
Mon Mar 02 2020 11:15:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 11:00:00 GMT-0800 (Pacific Standard Time),81
Mon Mar 02 2020 10:45:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 10:30:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 10:15:00 GMT-0800 (Pacific Standard Time),80
Mon Mar 02 2020 10:00:00 GMT-0800 (Pacific Standard Time),79
Mon Mar 02 2020 09:45:00 GMT-0800 (Pacific Standard Time),77
Mon Mar 02 2020 09:30:00 GMT-0800 (Pacific Standard Time),77
Mon Mar 02 2020 09:15:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 09:00:00 GMT-0800 (Pacific Standard Time),77
Mon Mar 02 2020 08:45:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 08:30:00 GMT-0800 (Pacific Standard Time),76
Mon Mar 02 2020 08:15:00 GMT-0800 (Pacific Standard Time),73
Mon Mar 02 2020 08:00:00 GMT-0800 (Pacific Standard Time),72
