Time,ILLC Electricity (kWh)
Wed Oct 17 2018 00:45:00 GMT-0700 (Pacific Daylight Time),40
Wed Oct 17 2018 00:30:00 GMT-0700 (Pacific Daylight Time),37
Wed Oct 17 2018 00:15:00 GMT-0700 (Pacific Daylight Time),46
Wed Oct 17 2018 00:00:00 GMT-0700 (Pacific Daylight Time),48
Tue Oct 16 2018 23:45:00 GMT-0700 (Pacific Daylight Time),38
Tue Oct 16 2018 23:30:00 GMT-0700 (Pacific Daylight Time),39
Tue Oct 16 2018 23:15:00 GMT-0700 (Pacific Daylight Time),40
Tue Oct 16 2018 23:00:00 GMT-0700 (Pacific Daylight Time),45
Tue Oct 16 2018 22:45:00 GMT-0700 (Pacific Daylight Time),41
Tue Oct 16 2018 22:30:00 GMT-0700 (Pacific Daylight Time),53
Tue Oct 16 2018 22:15:00 GMT-0700 (Pacific Daylight Time),40
Tue Oct 16 2018 22:00:00 GMT-0700 (Pacific Daylight Time),46
Tue Oct 16 2018 21:45:00 GMT-0700 (Pacific Daylight Time),44
Tue Oct 16 2018 21:30:00 GMT-0700 (Pacific Daylight Time),43
Tue Oct 16 2018 21:15:00 GMT-0700 (Pacific Daylight Time),47
Tue Oct 16 2018 21:00:00 GMT-0700 (Pacific Daylight Time),50
Tue Oct 16 2018 20:45:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 16 2018 20:30:00 GMT-0700 (Pacific Daylight Time),48
Tue Oct 16 2018 20:15:00 GMT-0700 (Pacific Daylight Time),51
Tue Oct 16 2018 20:00:00 GMT-0700 (Pacific Daylight Time),60
Tue Oct 16 2018 19:45:00 GMT-0700 (Pacific Daylight Time),52
Tue Oct 16 2018 19:30:00 GMT-0700 (Pacific Daylight Time),48
Tue Oct 16 2018 19:15:00 GMT-0700 (Pacific Daylight Time),52
Tue Oct 16 2018 19:00:00 GMT-0700 (Pacific Daylight Time),52
Tue Oct 16 2018 18:45:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 16 2018 18:30:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 18:15:00 GMT-0700 (Pacific Daylight Time),59
Tue Oct 16 2018 18:00:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 17:45:00 GMT-0700 (Pacific Daylight Time),51
Tue Oct 16 2018 17:30:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 16 2018 17:15:00 GMT-0700 (Pacific Daylight Time),61
Tue Oct 16 2018 17:00:00 GMT-0700 (Pacific Daylight Time),59
Tue Oct 16 2018 16:45:00 GMT-0700 (Pacific Daylight Time),65
Tue Oct 16 2018 16:30:00 GMT-0700 (Pacific Daylight Time),63
Tue Oct 16 2018 16:15:00 GMT-0700 (Pacific Daylight Time),63
Tue Oct 16 2018 16:00:00 GMT-0700 (Pacific Daylight Time),63
Tue Oct 16 2018 15:45:00 GMT-0700 (Pacific Daylight Time),65
Tue Oct 16 2018 15:30:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 16 2018 15:15:00 GMT-0700 (Pacific Daylight Time),60
Tue Oct 16 2018 15:00:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 16 2018 14:45:00 GMT-0700 (Pacific Daylight Time),61
Tue Oct 16 2018 14:30:00 GMT-0700 (Pacific Daylight Time),61
Tue Oct 16 2018 14:15:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 16 2018 14:00:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 13:45:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 16 2018 13:30:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 13:15:00 GMT-0700 (Pacific Daylight Time),59
Tue Oct 16 2018 13:00:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 16 2018 12:45:00 GMT-0700 (Pacific Daylight Time),60
Tue Oct 16 2018 12:30:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 12:15:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 16 2018 12:00:00 GMT-0700 (Pacific Daylight Time),56
Tue Oct 16 2018 11:45:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 16 2018 11:30:00 GMT-0700 (Pacific Daylight Time),51
Tue Oct 16 2018 11:15:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 11:00:00 GMT-0700 (Pacific Daylight Time),51
Tue Oct 16 2018 10:45:00 GMT-0700 (Pacific Daylight Time),55
Tue Oct 16 2018 10:30:00 GMT-0700 (Pacific Daylight Time),50
Tue Oct 16 2018 10:15:00 GMT-0700 (Pacific Daylight Time),57
Tue Oct 16 2018 10:00:00 GMT-0700 (Pacific Daylight Time),59
Tue Oct 16 2018 09:45:00 GMT-0700 (Pacific Daylight Time),65
Tue Oct 16 2018 09:30:00 GMT-0700 (Pacific Daylight Time),48
Tue Oct 16 2018 09:15:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 16 2018 09:00:00 GMT-0700 (Pacific Daylight Time),52
Tue Oct 16 2018 08:45:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 16 2018 08:30:00 GMT-0700 (Pacific Daylight Time),50
Tue Oct 16 2018 08:15:00 GMT-0700 (Pacific Daylight Time),58
Tue Oct 16 2018 08:00:00 GMT-0700 (Pacific Daylight Time),59
Tue Oct 16 2018 07:45:00 GMT-0700 (Pacific Daylight Time),54
Tue Oct 16 2018 07:30:00 GMT-0700 (Pacific Daylight Time),46
Tue Oct 16 2018 07:15:00 GMT-0700 (Pacific Daylight Time),46
Tue Oct 16 2018 07:00:00 GMT-0700 (Pacific Daylight Time),40
Tue Oct 16 2018 06:45:00 GMT-0700 (Pacific Daylight Time),42
Tue Oct 16 2018 06:30:00 GMT-0700 (Pacific Daylight Time),31
Tue Oct 16 2018 06:15:00 GMT-0700 (Pacific Daylight Time),35
Tue Oct 16 2018 06:00:00 GMT-0700 (Pacific Daylight Time),31
Tue Oct 16 2018 05:45:00 GMT-0700 (Pacific Daylight Time),33
Tue Oct 16 2018 05:30:00 GMT-0700 (Pacific Daylight Time),26
Tue Oct 16 2018 05:15:00 GMT-0700 (Pacific Daylight Time),27
Tue Oct 16 2018 05:00:00 GMT-0700 (Pacific Daylight Time),26
Tue Oct 16 2018 04:45:00 GMT-0700 (Pacific Daylight Time),27
Tue Oct 16 2018 04:30:00 GMT-0700 (Pacific Daylight Time),24
Tue Oct 16 2018 04:15:00 GMT-0700 (Pacific Daylight Time),27
Tue Oct 16 2018 04:00:00 GMT-0700 (Pacific Daylight Time),26
Tue Oct 16 2018 03:45:00 GMT-0700 (Pacific Daylight Time),28
Tue Oct 16 2018 03:30:00 GMT-0700 (Pacific Daylight Time),28
Tue Oct 16 2018 03:15:00 GMT-0700 (Pacific Daylight Time),30
Tue Oct 16 2018 03:00:00 GMT-0700 (Pacific Daylight Time),31
Tue Oct 16 2018 02:45:00 GMT-0700 (Pacific Daylight Time),33
Tue Oct 16 2018 02:30:00 GMT-0700 (Pacific Daylight Time),34
Tue Oct 16 2018 02:15:00 GMT-0700 (Pacific Daylight Time),34
Tue Oct 16 2018 02:00:00 GMT-0700 (Pacific Daylight Time),38
Tue Oct 16 2018 01:45:00 GMT-0700 (Pacific Daylight Time),42
Tue Oct 16 2018 01:30:00 GMT-0700 (Pacific Daylight Time),39
Tue Oct 16 2018 01:15:00 GMT-0700 (Pacific Daylight Time),41
Tue Oct 16 2018 01:00:00 GMT-0700 (Pacific Daylight Time),34
Tue Oct 16 2018 00:45:00 GMT-0700 (Pacific Daylight Time),40
Tue Oct 16 2018 00:30:00 GMT-0700 (Pacific Daylight Time),44
Tue Oct 16 2018 00:15:00 GMT-0700 (Pacific Daylight Time),47
Tue Oct 16 2018 00:00:00 GMT-0700 (Pacific Daylight Time),40
Mon Oct 15 2018 23:45:00 GMT-0700 (Pacific Daylight Time),34
Mon Oct 15 2018 23:30:00 GMT-0700 (Pacific Daylight Time),37
Mon Oct 15 2018 23:15:00 GMT-0700 (Pacific Daylight Time),42
Mon Oct 15 2018 23:00:00 GMT-0700 (Pacific Daylight Time),37
Mon Oct 15 2018 22:45:00 GMT-0700 (Pacific Daylight Time),39
Mon Oct 15 2018 22:30:00 GMT-0700 (Pacific Daylight Time),40
Mon Oct 15 2018 22:15:00 GMT-0700 (Pacific Daylight Time),45
Mon Oct 15 2018 22:00:00 GMT-0700 (Pacific Daylight Time),47
Mon Oct 15 2018 21:45:00 GMT-0700 (Pacific Daylight Time),47
Mon Oct 15 2018 21:30:00 GMT-0700 (Pacific Daylight Time),55
Mon Oct 15 2018 21:15:00 GMT-0700 (Pacific Daylight Time),50
Mon Oct 15 2018 21:00:00 GMT-0700 (Pacific Daylight Time),44
Mon Oct 15 2018 20:45:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 20:30:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 20:15:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 20:00:00 GMT-0700 (Pacific Daylight Time),55
Mon Oct 15 2018 19:45:00 GMT-0700 (Pacific Daylight Time),46
Mon Oct 15 2018 19:30:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 19:15:00 GMT-0700 (Pacific Daylight Time),41
Mon Oct 15 2018 19:00:00 GMT-0700 (Pacific Daylight Time),48
Mon Oct 15 2018 18:45:00 GMT-0700 (Pacific Daylight Time),48
Mon Oct 15 2018 18:30:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 18:15:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 18:00:00 GMT-0700 (Pacific Daylight Time),55
Mon Oct 15 2018 17:45:00 GMT-0700 (Pacific Daylight Time),52
Mon Oct 15 2018 17:30:00 GMT-0700 (Pacific Daylight Time),53
Mon Oct 15 2018 17:15:00 GMT-0700 (Pacific Daylight Time),59
Mon Oct 15 2018 17:00:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 16:45:00 GMT-0700 (Pacific Daylight Time),61
Mon Oct 15 2018 16:30:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 16:15:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 16:00:00 GMT-0700 (Pacific Daylight Time),60
Mon Oct 15 2018 15:45:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 15:30:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 15:15:00 GMT-0700 (Pacific Daylight Time),57
Mon Oct 15 2018 15:00:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 14:45:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 14:30:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 14:15:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 14:00:00 GMT-0700 (Pacific Daylight Time),60
Mon Oct 15 2018 13:45:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 13:30:00 GMT-0700 (Pacific Daylight Time),57
Mon Oct 15 2018 13:15:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 13:00:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 12:45:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 12:30:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 12:15:00 GMT-0700 (Pacific Daylight Time),59
Mon Oct 15 2018 12:00:00 GMT-0700 (Pacific Daylight Time),63
Mon Oct 15 2018 11:45:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 11:30:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 11:15:00 GMT-0700 (Pacific Daylight Time),54
Mon Oct 15 2018 11:00:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 10:45:00 GMT-0700 (Pacific Daylight Time),62
Mon Oct 15 2018 10:30:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 10:15:00 GMT-0700 (Pacific Daylight Time),63
Mon Oct 15 2018 10:00:00 GMT-0700 (Pacific Daylight Time),53
Mon Oct 15 2018 09:45:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 09:30:00 GMT-0700 (Pacific Daylight Time),59
Mon Oct 15 2018 09:15:00 GMT-0700 (Pacific Daylight Time),47
Mon Oct 15 2018 09:00:00 GMT-0700 (Pacific Daylight Time),56
Mon Oct 15 2018 08:45:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 08:30:00 GMT-0700 (Pacific Daylight Time),51
Mon Oct 15 2018 08:15:00 GMT-0700 (Pacific Daylight Time),57
Mon Oct 15 2018 08:00:00 GMT-0700 (Pacific Daylight Time),61
Mon Oct 15 2018 07:45:00 GMT-0700 (Pacific Daylight Time),55
Mon Oct 15 2018 07:30:00 GMT-0700 (Pacific Daylight Time),58
Mon Oct 15 2018 07:15:00 GMT-0700 (Pacific Daylight Time),42
Mon Oct 15 2018 07:00:00 GMT-0700 (Pacific Daylight Time),36
Mon Oct 15 2018 06:45:00 GMT-0700 (Pacific Daylight Time),36
Mon Oct 15 2018 06:30:00 GMT-0700 (Pacific Daylight Time),35
Mon Oct 15 2018 06:15:00 GMT-0700 (Pacific Daylight Time),33
Mon Oct 15 2018 06:00:00 GMT-0700 (Pacific Daylight Time),31
Mon Oct 15 2018 05:45:00 GMT-0700 (Pacific Daylight Time),34
Mon Oct 15 2018 05:30:00 GMT-0700 (Pacific Daylight Time),31
Mon Oct 15 2018 05:15:00 GMT-0700 (Pacific Daylight Time),29
Mon Oct 15 2018 05:00:00 GMT-0700 (Pacific Daylight Time),28
Mon Oct 15 2018 04:45:00 GMT-0700 (Pacific Daylight Time),31
Mon Oct 15 2018 04:30:00 GMT-0700 (Pacific Daylight Time),29
Mon Oct 15 2018 04:15:00 GMT-0700 (Pacific Daylight Time),29
Mon Oct 15 2018 04:00:00 GMT-0700 (Pacific Daylight Time),29
Mon Oct 15 2018 03:45:00 GMT-0700 (Pacific Daylight Time),32
Mon Oct 15 2018 03:30:00 GMT-0700 (Pacific Daylight Time),29
Mon Oct 15 2018 03:15:00 GMT-0700 (Pacific Daylight Time),28
Mon Oct 15 2018 03:00:00 GMT-0700 (Pacific Daylight Time),31
Mon Oct 15 2018 02:45:00 GMT-0700 (Pacific Daylight Time),35
Mon Oct 15 2018 02:30:00 GMT-0700 (Pacific Daylight Time),31
Mon Oct 15 2018 02:15:00 GMT-0700 (Pacific Daylight Time),30
Mon Oct 15 2018 02:00:00 GMT-0700 (Pacific Daylight Time),30
Mon Oct 15 2018 01:45:00 GMT-0700 (Pacific Daylight Time),30
Mon Oct 15 2018 01:30:00 GMT-0700 (Pacific Daylight Time),33
Mon Oct 15 2018 01:15:00 GMT-0700 (Pacific Daylight Time),41
Mon Oct 15 2018 01:00:00 GMT-0700 (Pacific Daylight Time),44
Mon Oct 15 2018 00:45:00 GMT-0700 (Pacific Daylight Time),37
Mon Oct 15 2018 00:30:00 GMT-0700 (Pacific Daylight Time),36
Mon Oct 15 2018 00:15:00 GMT-0700 (Pacific Daylight Time),37
Mon Oct 15 2018 00:00:00 GMT-0700 (Pacific Daylight Time),52
Sun Oct 14 2018 23:45:00 GMT-0700 (Pacific Daylight Time),46
Sun Oct 14 2018 23:30:00 GMT-0700 (Pacific Daylight Time),38
Sun Oct 14 2018 23:15:00 GMT-0700 (Pacific Daylight Time),40
Sun Oct 14 2018 23:00:00 GMT-0700 (Pacific Daylight Time),35
Sun Oct 14 2018 22:45:00 GMT-0700 (Pacific Daylight Time),43
Sun Oct 14 2018 22:30:00 GMT-0700 (Pacific Daylight Time),39
Sun Oct 14 2018 22:15:00 GMT-0700 (Pacific Daylight Time),40
Sun Oct 14 2018 22:00:00 GMT-0700 (Pacific Daylight Time),44
Sun Oct 14 2018 21:45:00 GMT-0700 (Pacific Daylight Time),50
Sun Oct 14 2018 21:30:00 GMT-0700 (Pacific Daylight Time),51
Sun Oct 14 2018 21:15:00 GMT-0700 (Pacific Daylight Time),48
Sun Oct 14 2018 21:00:00 GMT-0700 (Pacific Daylight Time),50
Sun Oct 14 2018 20:45:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 20:30:00 GMT-0700 (Pacific Daylight Time),52
Sun Oct 14 2018 20:15:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 20:00:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 19:45:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 19:30:00 GMT-0700 (Pacific Daylight Time),48
Sun Oct 14 2018 19:15:00 GMT-0700 (Pacific Daylight Time),48
Sun Oct 14 2018 19:00:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 18:45:00 GMT-0700 (Pacific Daylight Time),51
Sun Oct 14 2018 18:30:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 18:15:00 GMT-0700 (Pacific Daylight Time),45
Sun Oct 14 2018 18:00:00 GMT-0700 (Pacific Daylight Time),46
Sun Oct 14 2018 17:45:00 GMT-0700 (Pacific Daylight Time),55
Sun Oct 14 2018 17:30:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 17:15:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 17:00:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 16:45:00 GMT-0700 (Pacific Daylight Time),58
Sun Oct 14 2018 16:30:00 GMT-0700 (Pacific Daylight Time),48
Sun Oct 14 2018 16:15:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 16:00:00 GMT-0700 (Pacific Daylight Time),55
Sun Oct 14 2018 15:45:00 GMT-0700 (Pacific Daylight Time),55
Sun Oct 14 2018 15:30:00 GMT-0700 (Pacific Daylight Time),59
Sun Oct 14 2018 15:15:00 GMT-0700 (Pacific Daylight Time),59
Sun Oct 14 2018 15:00:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 14:45:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 14:30:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 14:15:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 14:00:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 13:45:00 GMT-0700 (Pacific Daylight Time),53
Sun Oct 14 2018 13:30:00 GMT-0700 (Pacific Daylight Time),49
Sun Oct 14 2018 13:15:00 GMT-0700 (Pacific Daylight Time),55
Sun Oct 14 2018 13:00:00 GMT-0700 (Pacific Daylight Time),49
Sun Oct 14 2018 12:45:00 GMT-0700 (Pacific Daylight Time),55
Sun Oct 14 2018 12:30:00 GMT-0700 (Pacific Daylight Time),48
Sun Oct 14 2018 12:15:00 GMT-0700 (Pacific Daylight Time),52
Sun Oct 14 2018 12:00:00 GMT-0700 (Pacific Daylight Time),52
Sun Oct 14 2018 11:45:00 GMT-0700 (Pacific Daylight Time),46
Sun Oct 14 2018 11:30:00 GMT-0700 (Pacific Daylight Time),44
Sun Oct 14 2018 11:15:00 GMT-0700 (Pacific Daylight Time),47
Sun Oct 14 2018 11:00:00 GMT-0700 (Pacific Daylight Time),54
Sun Oct 14 2018 10:45:00 GMT-0700 (Pacific Daylight Time),51
Sun Oct 14 2018 10:30:00 GMT-0700 (Pacific Daylight Time),44
Sun Oct 14 2018 10:15:00 GMT-0700 (Pacific Daylight Time),49
Sun Oct 14 2018 10:00:00 GMT-0700 (Pacific Daylight Time),50
Sun Oct 14 2018 09:45:00 GMT-0700 (Pacific Daylight Time),49
Sun Oct 14 2018 09:30:00 GMT-0700 (Pacific Daylight Time),44
Sun Oct 14 2018 09:15:00 GMT-0700 (Pacific Daylight Time),44
Sun Oct 14 2018 09:00:00 GMT-0700 (Pacific Daylight Time),41
Sun Oct 14 2018 08:45:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 08:30:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 08:15:00 GMT-0700 (Pacific Daylight Time),33
Sun Oct 14 2018 08:00:00 GMT-0700 (Pacific Daylight Time),38
Sun Oct 14 2018 07:45:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 07:30:00 GMT-0700 (Pacific Daylight Time),37
Sun Oct 14 2018 07:15:00 GMT-0700 (Pacific Daylight Time),36
Sun Oct 14 2018 07:00:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 06:45:00 GMT-0700 (Pacific Daylight Time),35
Sun Oct 14 2018 06:30:00 GMT-0700 (Pacific Daylight Time),30
Sun Oct 14 2018 06:15:00 GMT-0700 (Pacific Daylight Time),28
Sun Oct 14 2018 06:00:00 GMT-0700 (Pacific Daylight Time),29
Sun Oct 14 2018 05:45:00 GMT-0700 (Pacific Daylight Time),29
Sun Oct 14 2018 05:30:00 GMT-0700 (Pacific Daylight Time),30
Sun Oct 14 2018 05:15:00 GMT-0700 (Pacific Daylight Time),30
Sun Oct 14 2018 05:00:00 GMT-0700 (Pacific Daylight Time),32
Sun Oct 14 2018 04:45:00 GMT-0700 (Pacific Daylight Time),31
Sun Oct 14 2018 04:30:00 GMT-0700 (Pacific Daylight Time),30
Sun Oct 14 2018 04:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Oct 14 2018 04:00:00 GMT-0700 (Pacific Daylight Time),31
Sun Oct 14 2018 03:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Oct 14 2018 03:30:00 GMT-0700 (Pacific Daylight Time),29
Sun Oct 14 2018 03:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Oct 14 2018 03:00:00 GMT-0700 (Pacific Daylight Time),28
Sun Oct 14 2018 02:45:00 GMT-0700 (Pacific Daylight Time),32
Sun Oct 14 2018 02:30:00 GMT-0700 (Pacific Daylight Time),36
Sun Oct 14 2018 02:15:00 GMT-0700 (Pacific Daylight Time),38
Sun Oct 14 2018 02:00:00 GMT-0700 (Pacific Daylight Time),31
Sun Oct 14 2018 01:45:00 GMT-0700 (Pacific Daylight Time),33
Sun Oct 14 2018 01:30:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 01:15:00 GMT-0700 (Pacific Daylight Time),39
Sun Oct 14 2018 01:00:00 GMT-0700 (Pacific Daylight Time),34
Sun Oct 14 2018 00:45:00 GMT-0700 (Pacific Daylight Time),37
Sun Oct 14 2018 00:30:00 GMT-0700 (Pacific Daylight Time),36
Sun Oct 14 2018 00:15:00 GMT-0700 (Pacific Daylight Time),50
Sun Oct 14 2018 00:00:00 GMT-0700 (Pacific Daylight Time),52
Sat Oct 13 2018 23:45:00 GMT-0700 (Pacific Daylight Time),39
Sat Oct 13 2018 23:30:00 GMT-0700 (Pacific Daylight Time),43
Sat Oct 13 2018 23:15:00 GMT-0700 (Pacific Daylight Time),34
Sat Oct 13 2018 23:00:00 GMT-0700 (Pacific Daylight Time),34
Sat Oct 13 2018 22:45:00 GMT-0700 (Pacific Daylight Time),39
Sat Oct 13 2018 22:30:00 GMT-0700 (Pacific Daylight Time),38
Sat Oct 13 2018 22:15:00 GMT-0700 (Pacific Daylight Time),42
Sat Oct 13 2018 22:00:00 GMT-0700 (Pacific Daylight Time),48
Sat Oct 13 2018 21:45:00 GMT-0700 (Pacific Daylight Time),41
Sat Oct 13 2018 21:30:00 GMT-0700 (Pacific Daylight Time),43
Sat Oct 13 2018 21:15:00 GMT-0700 (Pacific Daylight Time),47
Sat Oct 13 2018 21:00:00 GMT-0700 (Pacific Daylight Time),46
Sat Oct 13 2018 20:45:00 GMT-0700 (Pacific Daylight Time),52
Sat Oct 13 2018 20:30:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 20:15:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 20:00:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 19:45:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 19:30:00 GMT-0700 (Pacific Daylight Time),46
Sat Oct 13 2018 19:15:00 GMT-0700 (Pacific Daylight Time),47
Sat Oct 13 2018 19:00:00 GMT-0700 (Pacific Daylight Time),48
Sat Oct 13 2018 18:45:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 18:30:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 18:15:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 18:00:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 17:45:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 17:30:00 GMT-0700 (Pacific Daylight Time),47
Sat Oct 13 2018 17:15:00 GMT-0700 (Pacific Daylight Time),54
Sat Oct 13 2018 17:00:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 16:45:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 16:30:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 16:15:00 GMT-0700 (Pacific Daylight Time),56
Sat Oct 13 2018 16:00:00 GMT-0700 (Pacific Daylight Time),55
Sat Oct 13 2018 15:45:00 GMT-0700 (Pacific Daylight Time),54
Sat Oct 13 2018 15:30:00 GMT-0700 (Pacific Daylight Time),58
Sat Oct 13 2018 15:15:00 GMT-0700 (Pacific Daylight Time),51
Sat Oct 13 2018 15:00:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 14:45:00 GMT-0700 (Pacific Daylight Time),46
Sat Oct 13 2018 14:30:00 GMT-0700 (Pacific Daylight Time),52
Sat Oct 13 2018 14:15:00 GMT-0700 (Pacific Daylight Time),59
Sat Oct 13 2018 14:00:00 GMT-0700 (Pacific Daylight Time),53
Sat Oct 13 2018 13:45:00 GMT-0700 (Pacific Daylight Time),57
Sat Oct 13 2018 13:30:00 GMT-0700 (Pacific Daylight Time),56
Sat Oct 13 2018 13:15:00 GMT-0700 (Pacific Daylight Time),61
Sat Oct 13 2018 13:00:00 GMT-0700 (Pacific Daylight Time),46
Sat Oct 13 2018 12:45:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 12:30:00 GMT-0700 (Pacific Daylight Time),54
Sat Oct 13 2018 12:15:00 GMT-0700 (Pacific Daylight Time),52
Sat Oct 13 2018 12:00:00 GMT-0700 (Pacific Daylight Time),54
Sat Oct 13 2018 11:45:00 GMT-0700 (Pacific Daylight Time),50
Sat Oct 13 2018 11:30:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 11:15:00 GMT-0700 (Pacific Daylight Time),41
Sat Oct 13 2018 11:00:00 GMT-0700 (Pacific Daylight Time),49
Sat Oct 13 2018 10:45:00 GMT-0700 (Pacific Daylight Time),42
Sat Oct 13 2018 10:30:00 GMT-0700 (Pacific Daylight Time),42
Sat Oct 13 2018 10:15:00 GMT-0700 (Pacific Daylight Time),46
Sat Oct 13 2018 10:00:00 GMT-0700 (Pacific Daylight Time),45
Sat Oct 13 2018 09:45:00 GMT-0700 (Pacific Daylight Time),45
Sat Oct 13 2018 09:30:00 GMT-0700 (Pacific Daylight Time),47
Sat Oct 13 2018 09:15:00 GMT-0700 (Pacific Daylight Time),41
Sat Oct 13 2018 09:00:00 GMT-0700 (Pacific Daylight Time),36
Sat Oct 13 2018 08:45:00 GMT-0700 (Pacific Daylight Time),42
Sat Oct 13 2018 08:30:00 GMT-0700 (Pacific Daylight Time),34
Sat Oct 13 2018 08:15:00 GMT-0700 (Pacific Daylight Time),36
Sat Oct 13 2018 08:00:00 GMT-0700 (Pacific Daylight Time),33
Sat Oct 13 2018 07:45:00 GMT-0700 (Pacific Daylight Time),35
Sat Oct 13 2018 07:30:00 GMT-0700 (Pacific Daylight Time),33
